TABLE NO.  1
 NMROW       TVKA        TVV2        TVV3        TVCL        KA          V2          V3          CL          Q           IPRED       Y           DV          PRED        RES         WRES
  2.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.3021E+00  1.7371E+00  0.0000E+00  1.3938E+00  0.0000E+00  0.0000E+00
  3.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.0830E+00  1.0712E+00  0.0000E+00  1.1028E+00  0.0000E+00  0.0000E+00
  3.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  8.9855E-01  1.2572E+00  0.0000E+00  8.7289E-01  0.0000E+00  0.0000E+00
  3.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  7.5337E-01  6.2011E-01  0.0000E+00  7.0194E-01  0.0000E+00  0.0000E+00
  3.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  6.3980E-01  1.5648E-01  0.0000E+00  5.7549E-01  0.0000E+00  0.0000E+00
  3.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  5.5072E-01  7.1601E-01  0.0000E+00  4.8158E-01  0.0000E+00  0.0000E+00
  3.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  4.8051E-01  4.8171E-01  0.0000E+00  4.1138E-01  0.0000E+00  0.0000E+00
  3.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  4.2485E-01  2.8460E-01  0.0000E+00  3.5846E-01  0.0000E+00  0.0000E+00
  3.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  3.8041E-01  3.8729E-01  0.0000E+00  3.1813E-01  0.0000E+00  0.0000E+00
  3.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  3.4463E-01  3.2295E-01  0.0000E+00  2.8701E-01  0.0000E+00  0.0000E+00
  3.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  3.1556E-01  3.6029E-01  0.0000E+00  2.6263E-01  0.0000E+00  0.0000E+00
  4.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.9168E-01  1.8767E-01  0.0000E+00  2.4319E-01  0.0000E+00  0.0000E+00
  4.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.7183E-01  4.5712E-01  0.0000E+00  2.2740E-01  0.0000E+00  0.0000E+00
  4.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.5513E-01  2.2592E-01  0.0000E+00  2.1431E-01  0.0000E+00  0.0000E+00
  4.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.4088E-01  1.4390E-01  0.0000E+00  2.0323E-01  0.0000E+00  0.0000E+00
  4.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.2857E-01  1.7983E-01  0.0000E+00  1.9367E-01  0.0000E+00  0.0000E+00
  4.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.1778E-01  2.4415E-01  0.0000E+00  1.8525E-01  0.0000E+00  0.0000E+00
  4.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.0820E-01  3.2815E-01  0.0000E+00  1.7770E-01  0.0000E+00  0.0000E+00
  4.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.9959E-01  2.2926E-01  0.0000E+00  1.7084E-01  0.0000E+00  0.0000E+00
  4.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.9176E-01  2.2499E-01  0.0000E+00  1.6452E-01  0.0000E+00  0.0000E+00
  4.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.8457E-01  2.2013E-01  0.0000E+00  1.5864E-01  0.0000E+00  0.0000E+00
  5.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.7790E-01  1.7708E-01  0.0000E+00  1.5311E-01  0.0000E+00  0.0000E+00
  5.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.7168E-01  1.3234E-01  0.0000E+00  1.4788E-01  0.0000E+00  0.0000E+00
  5.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.4177E+00  1.7143E+00  0.0000E+00  1.5882E+00  0.0000E+00  0.0000E+00
  5.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.2962E+00  1.1674E+00  0.0000E+00  1.3873E+00  0.0000E+00  0.0000E+00
  5.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.0775E+00  1.6147E+00  0.0000E+00  1.0965E+00  0.0000E+00  0.0000E+00
  5.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  8.9354E-01  9.3781E-01  0.0000E+00  8.6694E-01  0.0000E+00  0.0000E+00
  5.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  7.4872E-01  3.5786E-01  0.0000E+00  6.9625E-01  0.0000E+00  0.0000E+00
  5.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  6.3545E-01  3.7858E-01  0.0000E+00  5.7002E-01  0.0000E+00  0.0000E+00
  5.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  5.4662E-01  3.3145E-01  0.0000E+00  4.7632E-01  0.0000E+00  0.0000E+00
  5.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  4.7663E-01  3.9222E-01  0.0000E+00  4.0632E-01  0.0000E+00  0.0000E+00
  6.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  4.2116E-01  3.7464E-01  0.0000E+00  3.5357E-01  0.0000E+00  0.0000E+00
  6.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  3.7688E-01  4.1745E-01  0.0000E+00  3.1342E-01  0.0000E+00  0.0000E+00
  6.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  3.4126E-01  2.1372E-01  0.0000E+00  2.8246E-01  0.0000E+00  0.0000E+00
  6.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  3.1232E-01  2.5742E-01  0.0000E+00  2.5823E-01  0.0000E+00  0.0000E+00
  6.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.8856E-01  8.1845E-02  0.0000E+00  2.3894E-01  0.0000E+00  0.0000E+00
  6.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.6883E-01  1.8547E-01  0.0000E+00  2.2329E-01  0.0000E+00  0.0000E+00
  6.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.5223E-01  2.9725E-01  0.0000E+00  2.1033E-01  0.0000E+00  0.0000E+00
  6.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.3809E-01  2.1898E-01  0.0000E+00  1.9938E-01  0.0000E+00  0.0000E+00
  6.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.2587E-01  2.5508E-01  0.0000E+00  1.8994E-01  0.0000E+00  0.0000E+00
  6.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.1517E-01  2.5048E-01  0.0000E+00  1.8164E-01  0.0000E+00  0.0000E+00
  7.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.0567E-01  2.1261E-01  0.0000E+00  1.7421E-01  0.0000E+00  0.0000E+00
  7.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.9714E-01  1.9506E-01  0.0000E+00  1.6746E-01  0.0000E+00  0.0000E+00
  7.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.8939E-01  1.7388E-01  0.0000E+00  1.6125E-01  0.0000E+00  0.0000E+00
  7.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.8228E-01  1.8291E-01  0.0000E+00  1.5547E-01  0.0000E+00  0.0000E+00
  7.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.7569E-01  1.4172E-01  0.0000E+00  1.5005E-01  0.0000E+00  0.0000E+00
  7.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.6953E-01  1.9920E-01  0.0000E+00  1.4492E-01  0.0000E+00  0.0000E+00
  7.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.4156E+00  1.8269E+00  0.0000E+00  1.5854E+00  0.0000E+00  0.0000E+00
  7.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.2941E+00  1.7482E+00  0.0000E+00  1.3845E+00  0.0000E+00  0.0000E+00
  7.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.0756E+00  6.2765E-01  0.0000E+00  1.0938E+00  0.0000E+00  0.0000E+00
  7.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  8.9164E-01  9.6629E-01  0.0000E+00  8.6434E-01  0.0000E+00  0.0000E+00
  8.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  7.4688E-01  1.5327E-01  0.0000E+00  6.9373E-01  0.0000E+00  0.0000E+00
  8.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  6.3367E-01  8.8139E-01  0.0000E+00  5.6759E-01  0.0000E+00  0.0000E+00
  8.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  5.4489E-01  4.3854E-01  0.0000E+00  4.7397E-01  0.0000E+00  0.0000E+00
  8.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  4.7496E-01  6.8853E-01  0.0000E+00  4.0404E-01  0.0000E+00  0.0000E+00
  8.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  4.1954E-01  3.2409E-01  0.0000E+00  3.5136E-01  0.0000E+00  0.0000E+00
  8.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  3.7531E-01  3.4697E-01  0.0000E+00  3.1128E-01  0.0000E+00  0.0000E+00
  8.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  3.3973E-01  3.2854E-01  0.0000E+00  2.8038E-01  0.0000E+00  0.0000E+00
  8.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  3.1084E-01  2.1351E-01  0.0000E+00  2.5622E-01  0.0000E+00  0.0000E+00
  8.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.8713E-01  3.3278E-01  0.0000E+00  2.3699E-01  0.0000E+00  0.0000E+00
  8.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.6744E-01  3.0026E-01  0.0000E+00  2.2141E-01  0.0000E+00  0.0000E+00
  9.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.5089E-01  2.2524E-01  0.0000E+00  2.0851E-01  0.0000E+00  0.0000E+00
  9.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.3678E-01  2.4051E-01  0.0000E+00  1.9762E-01  0.0000E+00  0.0000E+00
  9.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.2460E-01  1.9477E-01  0.0000E+00  1.8824E-01  0.0000E+00  0.0000E+00
  9.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.1394E-01  2.2817E-01  0.0000E+00  1.7999E-01  0.0000E+00  0.0000E+00
  9.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  2.0448E-01  2.5535E-01  0.0000E+00  1.7262E-01  0.0000E+00  0.0000E+00
  9.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.9599E-01  2.6357E-01  0.0000E+00  1.6592E-01  0.0000E+00  0.0000E+00
  9.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.8828E-01  1.4987E-01  0.0000E+00  1.5976E-01  0.0000E+00  0.0000E+00
  9.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.8120E-01  2.8123E-01  0.0000E+00  1.5403E-01  0.0000E+00  0.0000E+00
  9.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.7464E-01  2.0342E-01  0.0000E+00  1.4865E-01  0.0000E+00  0.0000E+00
  9.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.6851E-01  1.2897E-01  0.0000E+00  1.4356E-01  0.0000E+00  0.0000E+00
  1.0000E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.4146E+00  1.6679E+00  0.0000E+00  1.5841E+00  0.0000E+00  0.0000E+00
  1.0100E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.2932E+00  1.3383E+00  0.0000E+00  1.3832E+00  0.0000E+00  0.0000E+00
  1.0200E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  1.0746E+00  1.1059E+00  0.0000E+00  1.0926E+00  0.0000E+00  0.0000E+00
  1.0300E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  8.9075E-01  7.6248E-01  0.0000E+00  8.6315E-01  0.0000E+00  0.0000E+00
  1.0400E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  7.4601E-01  1.2186E+00  0.0000E+00  6.9258E-01  0.0000E+00  0.0000E+00
  1.0500E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  6.3282E-01  9.1471E-01  0.0000E+00  5.6647E-01  0.0000E+00  0.0000E+00
  1.0600E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  5.4408E-01  3.8019E-01  0.0000E+00  4.7289E-01  0.0000E+00  0.0000E+00
  1.0700E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  9.0741E+01  1.5006E+02  1.3205E+01  8.4865E+00  4.7417E-01  5.3236E-01  0.0000E+00  4.0299E-01  0.0000E+00  0.0000E+00
